nitrogen,phosphorus,potassium,temperature,moisture,humidity,soiltype,cropname,recommended_fertilizer
73,14,80,33.3,58.5,68.5,loamy,cotton,dap
6,90,46,37.1,70.9,59.7,saline,cotton,urea
86,22,7,31.6,36.3,74.9,clay,sorghum,dap
3,14,57,24.3,23.0,65.7,sandy,groundnut,urea
0,16,70,28.2,32.8,73.9,peaty,millet,urea
3,2,54,18.5,17.0,32.6,loamy,cotton,urea
45,64,50,22.8,21.1,49.2,saline,barley,superphosphate
69,42,2,20.7,85.7,69.4,saline,barley,mop
20,18,16,34.3,60.1,80.7,loamy,rice,urea
83,84,3,25.6,62.0,61.3,saline,millet,mop
88,12,82,33.3,22.0,57.1,sandy,rice,dap
94,21,10,29.8,16.7,66.9,clay,soybean,dap
4,15,96,25.2,23.3,64.1,loamy,wheat,urea
96,14,67,24.8,58.1,33.5,loamy,soybean,dap
42,21,35,16.7,28.3,37.4,peaty,rice,dap
74,98,80,35.8,14.7,68.0,loamy,wheat,mop
15,53,89,24.8,34.6,50.7,saline,barley,urea
9,5,66,29.3,35.8,50.3,peaty,groundnut,urea
91,51,46,26.0,12.2,73.9,loamy,wheat,complex fertilizer
62,45,62,33.9,33.4,40.2,saline,barley,complex fertilizer
60,36,74,29.3,18.5,52.6,peaty,sugarcane,mop
82,60,86,21.9,73.7,88.0,loamy,wheat,mop
26,63,44,23.6,10.8,63.0,sandy,wheat,urea
82,81,100,32.7,16.1,60.3,loamy,maize,complex fertilizer
89,0,58,35.7,71.8,83.4,saline,soybean,dap
2,34,80,39.5,30.9,32.3,clay,cotton,urea
11,28,35,22.0,25.5,80.3,peaty,groundnut,urea
100,30,93,29.2,81.7,83.7,loamy,wheat,ammonium sulfate
12,51,63,30.2,80.9,73.0,peaty,barley,urea
3,95,4,32.3,57.2,57.3,peaty,barley,urea
61,15,71,33.5,50.9,76.2,saline,soybean,dap
36,35,30,19.3,28.0,83.4,sandy,rice,superphosphate
99,75,89,32.6,39.1,34.3,loamy,wheat,urea
73,47,21,35.2,56.7,54.2,sandy,wheat,mop
9,74,2,32.1,47.7,34.1,clay,rice,urea
49,91,1,33.0,18.8,28.9,saline,cotton,mop
64,55,7,38.1,28.8,71.7,sandy,sorghum,mop
42,69,31,37.6,62.6,20.1,clay,maize,ammonium sulfate
28,69,52,25.0,74.1,34.3,sandy,sugarcane,urea
24,66,75,29.2,34.0,45.2,clay,barley,urea
92,40,44,32.4,36.2,62.4,clay,millet,dap
32,98,94,22.0,66.7,44.0,clay,cotton,ammonium sulfate
54,21,19,24.5,66.1,28.8,saline,millet,dap
39,43,22,20.2,22.6,53.5,peaty,barley,mop
75,54,32,19.1,18.9,31.4,peaty,cotton,ammonium sulfate
20,82,18,33.7,11.0,66.6,peaty,millet,urea
48,55,18,27.7,72.2,40.7,loamy,maize,mop
43,35,93,38.0,76.5,47.3,loamy,sugarcane,urea
71,13,10,27.6,52.2,40.2,clay,cotton,dap
15,11,73,24.2,73.8,29.9,clay,millet,urea
15,97,39,39.4,39.8,52.5,loamy,groundnut,urea
66,56,74,28.0,63.4,74.5,peaty,cotton,dap
69,11,38,26.1,65.7,63.9,saline,groundnut,dap
3,48,14,33.5,75.5,36.7,clay,sorghum,urea
92,32,55,21.0,12.9,49.5,peaty,sugarcane,complex fertilizer
99,41,35,39.9,85.9,63.3,loamy,rice,mop
53,43,59,33.9,42.4,60.7,peaty,millet,mop
70,14,39,39.1,66.3,31.5,sandy,soybean,dap
54,75,56,22.1,71.9,41.1,sandy,groundnut,urea
20,26,54,36.9,83.1,23.8,loamy,wheat,urea
13,12,44,27.1,45.1,71.6,sandy,groundnut,urea
23,95,58,26.7,53.1,89.6,sandy,wheat,urea
38,97,70,15.5,41.2,82.6,sandy,groundnut,mop
96,70,71,31.8,88.3,49.1,peaty,barley,ammonium sulfate
90,35,60,29.7,40.6,23.7,saline,soybean,ammonium sulfate
26,93,45,27.9,43.7,40.6,loamy,groundnut,urea
4,84,7,29.6,32.5,39.5,saline,millet,urea
54,91,44,16.6,18.5,46.7,loamy,sugarcane,complex fertilizer
63,13,22,26.2,12.7,78.9,peaty,millet,dap
19,11,73,34.6,47.7,24.8,clay,millet,urea
70,1,75,35.1,32.7,65.3,saline,sorghum,dap
68,17,43,34.0,61.6,54.0,loamy,groundnut,dap
54,8,33,26.1,25.4,48.3,loamy,maize,dap
67,99,32,37.7,34.5,35.4,clay,cotton,mop
47,56,45,31.9,48.7,67.4,loamy,millet,urea
77,7,67,35.9,30.3,59.5,peaty,sugarcane,dap
68,37,16,32.7,30.5,51.2,peaty,millet,mop
44,56,43,34.5,37.8,41.8,loamy,soybean,superphosphate
37,4,70,23.8,40.2,33.5,saline,sorghum,dap
45,47,10,36.7,10.4,65.3,sandy,soybean,mop
72,74,83,32.4,72.4,62.9,clay,cotton,mop
76,38,82,21.4,15.4,62.0,peaty,sorghum,dap
87,18,38,33.0,54.3,53.1,clay,sugarcane,dap
22,35,29,35.6,86.4,31.4,sandy,groundnut,urea
84,14,92,28.6,65.5,81.0,peaty,groundnut,dap
39,74,69,20.2,23.2,75.5,sandy,barley,mop
87,24,32,27.4,48.5,61.1,clay,wheat,dap
75,60,72,37.2,31.5,25.4,sandy,cotton,dap
13,89,93,18.3,25.5,71.9,clay,barley,urea
29,55,80,39.4,60.3,33.7,loamy,cotton,urea
23,37,78,15.2,70.0,53.4,loamy,sorghum,urea
47,86,51,39.4,81.3,39.7,saline,soybean,dap
64,93,51,31.0,69.6,56.4,clay,soybean,superphosphate
43,68,85,24.4,89.6,49.6,loamy,millet,ammonium sulfate
11,82,4,30.7,26.5,56.0,clay,cotton,urea
91,45,6,30.4,59.5,35.3,loamy,barley,mop
88,82,84,20.0,31.7,54.0,loamy,rice,dap
6,58,61,38.2,78.0,30.0,saline,rice,urea
30,58,73,25.2,29.0,83.8,peaty,maize,ammonium sulfate
90,3,60,24.7,85.7,39.3,saline,maize,dap
30,74,14,27.7,12.5,56.3,sandy,wheat,mop
15,67,56,17.8,39.6,23.5,clay,sorghum,urea
72,43,62,18.5,46.2,67.0,loamy,groundnut,mop
31,76,82,21.7,41.5,22.3,peaty,soybean,ammonium sulfate
64,2,75,26.1,59.1,34.5,loamy,sorghum,dap
74,80,60,38.4,34.0,87.0,sandy,millet,dap
69,19,90,22.2,87.6,20.4,sandy,soybean,dap
30,18,49,19.5,62.0,36.3,loamy,millet,dap
59,59,2,23.7,80.7,48.0,clay,groundnut,mop
51,66,17,36.3,14.2,61.0,sandy,sugarcane,mop
2,15,2,23.2,48.0,77.7,clay,millet,urea
17,50,34,25.6,52.4,76.1,saline,millet,urea
31,59,46,17.6,56.2,74.1,peaty,soybean,superphosphate
31,52,92,30.5,36.7,65.2,clay,cotton,urea
82,63,72,22.4,46.4,71.6,clay,rice,complex fertilizer
59,48,17,30.4,36.4,62.2,clay,barley,mop
94,3,1,18.6,20.0,44.1,loamy,rice,dap
98,73,13,20.5,65.5,80.7,clay,maize,mop
86,25,53,32.6,74.7,44.6,clay,maize,dap
93,79,65,29.6,47.0,85.0,loamy,millet,mop
38,0,1,31.9,15.9,82.5,clay,sorghum,dap
83,77,54,21.0,56.2,77.2,loamy,rice,superphosphate
26,3,13,22.8,58.7,34.3,loamy,maize,urea
48,98,97,28.0,25.6,48.3,clay,soybean,complex fertilizer
8,42,94,19.7,75.8,40.0,loamy,cotton,urea
66,76,52,30.4,27.4,62.8,sandy,sorghum,complex fertilizer
26,84,29,30.5,51.4,85.3,sandy,sorghum,urea
45,28,46,16.9,20.0,58.9,loamy,soybean,dap
81,80,72,20.6,60.6,29.6,clay,sugarcane,mop
29,36,11,25.6,18.1,23.2,sandy,soybean,urea
12,58,67,20.0,19.2,36.1,clay,maize,urea
34,18,58,31.0,69.3,57.4,sandy,wheat,dap
30,20,78,31.5,23.7,55.0,clay,wheat,dap
81,13,76,27.0,19.7,39.7,loamy,wheat,dap
54,55,55,17.5,85.4,76.3,sandy,soybean,mop
7,30,5,16.7,85.6,79.6,loamy,cotton,urea
83,99,47,18.8,26.9,34.2,saline,soybean,urea
68,24,71,27.4,64.1,60.9,clay,millet,dap
51,53,50,26.4,23.1,30.2,saline,maize,dap
59,79,30,28.3,55.8,89.3,sandy,sugarcane,urea
5,100,38,33.8,16.8,82.1,loamy,rice,urea
47,76,17,22.8,29.4,24.6,saline,sugarcane,mop
69,49,76,20.1,30.9,77.7,peaty,cotton,dap
8,36,42,26.4,71.0,41.1,sandy,maize,urea
74,61,73,38.0,11.8,44.9,sandy,cotton,complex fertilizer
93,56,34,24.0,59.8,55.7,sandy,sugarcane,superphosphate
74,53,29,18.2,46.1,41.1,saline,barley,mop
34,80,62,18.6,58.1,71.9,clay,soybean,urea
21,28,94,39.0,57.1,83.3,saline,sorghum,urea
27,55,53,23.5,28.5,48.5,loamy,groundnut,urea
43,71,19,29.2,58.0,74.5,saline,sugarcane,mop
94,74,73,15.4,34.2,62.2,clay,cotton,complex fertilizer
97,8,5,18.4,56.3,20.9,loamy,soybean,dap
25,18,14,38.0,33.0,30.9,clay,millet,urea
19,68,21,32.1,12.4,63.9,peaty,rice,urea
10,20,55,32.3,40.1,47.7,peaty,barley,urea
73,43,6,18.8,70.2,80.3,clay,wheat,mop
95,8,34,39.0,24.8,53.7,sandy,millet,dap
21,87,61,15.3,51.1,67.5,sandy,millet,urea
65,34,17,39.6,22.0,23.3,loamy,groundnut,mop
76,20,2,20.8,62.1,43.1,peaty,barley,dap
48,6,91,25.7,69.7,22.8,saline,soybean,dap
37,76,33,37.0,65.8,84.1,saline,wheat,urea
31,4,6,32.3,82.8,20.7,saline,rice,dap
64,54,17,23.8,85.0,65.9,peaty,millet,mop
79,50,85,39.7,45.1,57.8,peaty,millet,urea
66,47,25,38.4,56.5,80.1,clay,barley,mop
23,59,68,26.2,72.4,39.2,peaty,barley,urea
37,23,6,36.4,16.0,87.3,clay,maize,dap
21,60,88,24.0,58.3,30.3,peaty,barley,urea
48,0,63,39.2,76.7,50.6,saline,cotton,dap
32,59,41,38.1,81.9,45.1,loamy,soybean,mop
31,52,19,39.3,47.5,20.3,peaty,barley,mop
77,95,55,19.6,83.9,75.6,peaty,cotton,dap
6,78,44,27.0,43.9,36.1,sandy,rice,urea
32,25,16,34.3,33.0,57.3,clay,millet,dap
25,41,17,29.5,79.4,73.7,saline,sorghum,urea
26,36,81,39.0,79.5,72.5,sandy,sorghum,urea
25,29,24,30.3,83.3,78.8,saline,groundnut,urea
66,57,37,37.2,12.6,62.5,saline,rice,superphosphate
40,39,65,37.3,74.6,65.1,saline,sugarcane,ammonium sulfate
63,32,24,24.9,77.0,52.3,clay,maize,mop
80,10,46,15.6,34.1,83.3,saline,sugarcane,dap
83,37,23,38.4,11.6,38.2,loamy,soybean,mop
5,32,89,18.6,42.4,79.6,sandy,cotton,urea
21,68,91,39.7,44.1,31.7,clay,millet,urea
0,4,38,15.4,56.7,72.7,saline,rice,urea
49,43,56,24.6,43.1,63.4,clay,rice,dap
10,17,87,35.3,45.8,71.7,saline,cotton,urea
28,56,3,28.3,85.7,82.8,sandy,barley,urea
20,88,29,20.2,82.0,24.4,peaty,millet,urea
21,34,6,28.8,53.1,24.7,peaty,groundnut,urea
97,2,61,38.9,55.3,42.5,clay,rice,dap
18,43,0,32.2,42.6,65.5,sandy,cotton,urea
58,10,33,39.9,19.6,43.3,clay,soybean,dap
2,27,92,24.7,63.2,61.5,loamy,soybean,urea
90,34,89,18.3,53.3,78.8,saline,millet,ammonium sulfate
33,99,51,27.6,31.0,51.3,loamy,groundnut,urea
14,8,32,33.5,63.2,23.5,saline,groundnut,urea
72,37,87,28.9,66.2,35.3,saline,sugarcane,urea
38,22,82,32.3,75.3,35.2,sandy,millet,dap
81,57,93,38.7,24.7,43.6,saline,barley,mop
41,72,24,16.8,16.6,88.1,clay,cotton,mop
31,48,57,39.1,52.2,43.6,sandy,sorghum,ammonium sulfate
88,52,22,31.6,60.4,81.8,saline,sorghum,mop
19,29,37,34.3,55.8,84.5,sandy,groundnut,urea
11,23,18,24.3,67.5,80.0,loamy,wheat,urea
49,61,98,17.2,62.3,83.0,loamy,groundnut,superphosphate
22,68,9,18.2,61.7,78.7,loamy,cotton,urea
9,22,43,20.5,68.7,35.0,saline,wheat,urea
74,5,93,16.7,51.7,56.0,saline,soybean,dap
35,94,16,29.1,83.2,69.5,clay,wheat,mop
41,98,70,23.6,68.6,44.6,saline,cotton,superphosphate
41,23,89,34.8,28.7,49.0,clay,cotton,dap
50,70,37,16.1,55.5,21.3,loamy,millet,complex fertilizer
8,9,49,38.4,17.7,27.4,loamy,groundnut,urea
31,55,38,20.3,21.8,83.2,loamy,wheat,urea
93,7,100,24.7,36.3,89.5,saline,rice,dap
26,82,73,34.2,10.9,52.4,saline,rice,urea
97,42,100,25.1,29.0,70.7,clay,rice,superphosphate
54,99,99,21.6,53.7,25.4,peaty,sugarcane,complex fertilizer
3,63,3,36.9,66.9,89.4,sandy,maize,urea
64,17,65,35.9,18.5,63.2,loamy,barley,dap
71,18,79,27.5,51.4,66.9,clay,sugarcane,dap
54,97,3,25.9,73.8,42.9,sandy,sugarcane,mop
2,41,8,25.2,88.5,31.1,clay,sorghum,urea
5,28,69,21.0,58.6,71.9,saline,sugarcane,urea
6,19,88,30.6,68.4,72.1,clay,maize,urea
35,6,63,30.5,18.1,66.6,sandy,groundnut,dap
79,57,73,33.0,64.9,82.9,clay,wheat,superphosphate
5,73,19,28.4,17.0,52.2,saline,wheat,urea
32,60,58,18.4,52.9,29.0,clay,sorghum,dap
60,80,98,16.3,75.8,31.0,peaty,sorghum,mop
4,56,3,21.7,60.4,38.2,loamy,barley,urea
92,12,50,24.3,32.4,55.7,sandy,groundnut,dap
15,91,42,21.1,88.1,67.1,peaty,rice,urea
42,42,33,33.2,35.5,85.1,sandy,sorghum,dap
82,49,65,18.6,15.0,43.0,peaty,millet,dap
43,81,65,26.6,74.5,89.3,loamy,sugarcane,dap
31,80,52,22.3,25.9,64.9,saline,maize,mop
10,6,83,31.8,27.3,62.4,clay,sugarcane,urea
77,92,32,38.9,26.8,29.9,saline,barley,ammonium sulfate
76,97,85,35.3,26.9,20.9,clay,sugarcane,ammonium sulfate
47,32,2,27.9,88.6,39.0,loamy,groundnut,mop
70,95,61,20.6,62.9,42.1,loamy,barley,dap
4,85,75,35.2,80.3,62.5,clay,cotton,urea
21,69,54,26.4,19.7,86.0,saline,soybean,urea
25,39,53,30.1,63.6,34.1,peaty,groundnut,urea
22,45,66,38.5,67.8,36.2,loamy,sugarcane,urea
35,36,25,27.1,58.8,40.2,saline,sugarcane,mop
66,8,11,27.7,12.1,63.7,saline,maize,dap
22,12,27,22.7,26.7,34.7,clay,rice,urea
61,1,38,29.0,31.3,82.3,saline,groundnut,dap
7,24,89,19.1,65.7,61.5,peaty,rice,urea
69,35,99,36.4,79.4,65.0,peaty,wheat,ammonium sulfate
71,12,1,27.8,55.3,65.9,sandy,soybean,dap
73,43,29,32.8,52.9,50.5,sandy,maize,mop
32,66,54,24.8,86.2,87.5,saline,maize,mop
35,78,18,15.7,19.3,66.3,clay,rice,mop
89,51,10,17.6,65.4,27.7,clay,soybean,mop
59,48,99,24.3,46.8,24.2,saline,wheat,superphosphate
35,77,31,25.7,55.5,31.1,saline,wheat,dap
19,33,71,38.7,55.3,47.9,clay,cotton,urea
43,5,95,36.8,69.8,67.6,loamy,sugarcane,dap
7,99,68,28.0,32.5,30.1,sandy,maize,urea
41,88,10,32.3,25.4,49.5,sandy,rice,mop
96,35,93,15.9,80.5,26.7,sandy,rice,complex fertilizer
76,55,62,37.2,48.6,74.3,peaty,sorghum,superphosphate
84,58,53,27.6,14.7,23.2,sandy,cotton,dap
86,35,89,24.9,87.0,64.9,peaty,groundnut,ammonium sulfate
49,53,48,25.7,13.1,70.6,peaty,groundnut,dap
92,40,17,36.6,27.2,70.0,saline,rice,mop
74,3,15,32.9,65.9,69.9,clay,rice,dap
31,36,83,27.8,89.4,33.6,loamy,sorghum,urea
38,46,94,31.0,21.6,77.7,clay,soybean,dap
23,66,59,38.9,52.4,26.3,peaty,cotton,urea
76,85,93,38.1,60.9,62.2,peaty,groundnut,superphosphate
80,73,20,19.9,48.0,34.8,sandy,millet,mop
86,24,16,21.8,87.7,83.5,sandy,cotton,dap
79,5,79,37.2,47.2,80.0,saline,rice,dap
14,65,84,32.6,75.6,53.9,sandy,millet,urea
49,36,12,19.4,44.7,76.5,peaty,maize,mop
20,39,92,25.9,10.1,65.9,loamy,soybean,urea
72,84,69,29.1,33.2,72.3,loamy,groundnut,ammonium sulfate
70,37,69,21.0,64.8,81.3,saline,barley,dap
69,34,79,20.0,21.4,75.2,loamy,cotton,superphosphate
89,95,36,19.2,82.7,42.5,peaty,wheat,superphosphate
28,14,3,28.6,85.3,84.4,clay,cotton,urea
63,91,65,32.0,35.5,44.5,clay,groundnut,superphosphate
68,72,4,21.1,22.7,28.3,sandy,sugarcane,mop
98,88,18,39.0,43.9,59.2,saline,groundnut,mop
3,75,18,38.5,30.7,26.0,clay,sugarcane,urea
73,96,13,20.9,25.5,73.5,clay,millet,mop
55,0,64,33.2,87.8,46.0,sandy,groundnut,dap
92,36,100,27.3,67.6,40.9,sandy,sugarcane,complex fertilizer
12,37,97,15.4,22.1,22.0,clay,cotton,urea
97,69,76,28.0,58.1,58.7,clay,barley,dap
57,45,30,21.1,85.0,24.5,peaty,cotton,dap
54,89,46,31.4,77.9,42.9,sandy,wheat,dap
90,39,61,37.9,39.8,36.9,saline,cotton,superphosphate
88,31,70,23.6,83.8,29.0,peaty,groundnut,dap
10,13,42,26.5,83.5,76.6,clay,groundnut,urea
2,47,34,25.2,80.1,80.8,loamy,maize,urea
50,33,28,15.9,26.9,21.0,peaty,maize,mop
50,68,60,23.0,82.9,29.2,peaty,wheat,superphosphate
94,51,10,20.6,28.6,78.6,sandy,rice,mop
66,23,72,33.1,24.0,44.4,clay,millet,dap
6,79,67,15.7,18.1,31.3,clay,soybean,urea
24,68,1,16.5,45.1,33.0,saline,rice,urea
87,37,10,23.2,23.2,29.4,loamy,barley,mop
70,1,16,38.0,62.8,88.8,sandy,soybean,dap
19,94,30,17.2,10.8,70.8,sandy,cotton,urea
68,96,32,23.4,38.6,34.0,sandy,wheat,ammonium sulfate
8,42,58,24.9,59.7,54.3,sandy,soybean,urea
68,73,19,22.6,79.7,74.1,clay,barley,mop
48,26,55,32.9,74.9,53.0,sandy,wheat,dap
71,42,43,37.6,80.0,36.7,loamy,soybean,urea
78,37,44,19.7,44.3,76.2,sandy,rice,dap
29,91,82,18.5,73.8,27.0,sandy,soybean,urea
60,26,80,33.3,37.6,55.1,sandy,soybean,dap
14,5,23,22.5,53.0,80.9,sandy,millet,urea
29,82,96,21.5,67.1,87.5,peaty,rice,urea
98,68,0,26.4,73.2,87.6,clay,millet,mop
55,22,92,25.7,37.1,29.6,clay,maize,dap
63,79,100,22.9,74.7,83.7,clay,sugarcane,complex fertilizer
38,82,89,34.6,21.7,81.0,sandy,maize,complex fertilizer
69,21,90,35.6,27.4,65.6,loamy,maize,dap
12,62,66,33.1,63.3,54.7,loamy,wheat,urea
11,46,53,27.7,17.4,49.6,clay,wheat,urea
47,54,59,29.0,16.6,82.8,clay,wheat,superphosphate
29,11,43,26.1,70.3,83.7,sandy,maize,urea
33,39,12,35.1,10.5,86.1,loamy,wheat,mop
86,72,89,29.2,15.4,54.3,saline,cotton,superphosphate
93,99,54,22.5,55.6,69.6,sandy,wheat,mop
94,97,12,27.9,65.1,78.4,sandy,cotton,mop
44,59,98,36.1,86.2,82.8,sandy,groundnut,mop
83,39,85,33.3,44.5,53.7,sandy,millet,mop
23,33,72,35.1,22.2,73.7,sandy,rice,urea
78,1,93,26.7,41.6,59.0,loamy,barley,dap
90,37,46,15.7,45.0,44.7,loamy,barley,urea
97,41,40,30.3,57.3,81.0,peaty,maize,ammonium sulfate
49,95,73,15.8,66.5,61.9,sandy,groundnut,superphosphate
73,66,37,17.9,63.2,26.7,loamy,barley,ammonium sulfate
32,4,78,24.0,16.1,59.3,sandy,wheat,dap
6,17,72,36.6,38.6,20.1,saline,rice,urea
38,83,87,26.9,57.8,79.4,clay,sorghum,superphosphate
84,49,9,37.9,13.2,29.9,peaty,groundnut,mop
91,54,86,27.5,18.7,88.0,clay,cotton,urea
76,34,10,18.5,82.0,50.7,sandy,cotton,mop
24,42,70,30.9,36.1,62.6,sandy,wheat,urea
98,7,8,16.2,28.4,38.7,sandy,maize,dap
23,13,84,24.2,56.3,45.7,saline,groundnut,urea
6,64,79,29.6,43.4,50.4,clay,millet,urea
40,33,36,36.1,48.7,71.5,sandy,barley,dap
48,83,13,23.4,80.7,49.2,saline,sorghum,mop
93,76,50,28.9,71.5,75.2,peaty,wheat,urea
97,36,33,25.5,46.9,57.2,sandy,groundnut,mop
33,75,93,34.1,80.2,87.9,loamy,sugarcane,ammonium sulfate
83,97,88,16.4,50.0,72.4,sandy,maize,mop
51,70,96,28.3,42.1,54.7,clay,soybean,urea
7,26,74,35.6,45.8,79.1,loamy,sugarcane,urea
69,27,72,24.3,59.0,69.9,clay,rice,dap
91,49,70,23.0,74.2,26.1,clay,soybean,superphosphate
29,91,84,16.1,33.0,43.8,clay,wheat,urea
95,75,28,19.4,64.8,28.2,sandy,rice,mop
70,78,93,16.5,33.5,80.3,clay,soybean,mop
72,81,86,35.2,27.4,28.5,clay,groundnut,urea
66,22,74,25.3,79.9,39.0,saline,maize,dap
66,28,26,21.0,21.5,54.3,sandy,wheat,dap
25,33,78,33.6,80.2,83.4,clay,wheat,urea
5,88,64,22.1,74.4,75.3,loamy,rice,urea
25,78,96,15.5,25.4,37.9,clay,millet,urea
91,52,6,16.3,10.3,80.2,sandy,wheat,mop
61,88,48,19.8,45.4,27.4,saline,wheat,complex fertilizer
20,73,17,28.6,52.0,25.8,loamy,barley,urea
47,75,27,34.8,62.5,86.2,saline,wheat,mop
67,30,19,19.8,26.4,89.6,clay,soybean,mop
4,34,10,37.3,10.9,77.3,clay,barley,urea
2,21,81,29.1,45.0,88.1,loamy,sorghum,urea
21,50,70,36.7,44.0,59.8,sandy,rice,urea
57,26,57,26.7,36.6,52.7,loamy,millet,dap
73,92,56,28.9,47.5,25.0,peaty,soybean,superphosphate
3,68,53,20.6,52.9,81.0,peaty,wheat,urea
49,67,89,17.7,29.1,70.9,clay,soybean,dap
51,38,81,33.7,47.5,74.7,saline,sugarcane,ammonium sulfate
39,30,46,29.4,60.4,67.0,clay,soybean,mop
94,55,75,24.5,40.6,23.8,clay,rice,mop
1,95,86,30.4,69.2,67.4,clay,barley,urea
70,97,1,18.6,39.1,64.6,peaty,barley,mop
5,44,13,39.2,20.1,75.5,loamy,barley,urea
37,27,17,36.0,53.6,51.1,clay,soybean,dap
84,97,18,34.9,36.0,40.5,sandy,groundnut,mop
87,74,30,20.7,53.3,53.3,clay,barley,superphosphate
71,36,51,25.1,40.7,56.4,peaty,barley,mop
8,35,6,27.9,58.1,85.1,clay,groundnut,urea
52,85,32,35.1,37.8,59.3,sandy,groundnut,urea
55,9,13,35.4,86.2,74.8,saline,rice,dap
71,80,75,32.5,80.7,77.4,loamy,maize,dap
55,27,34,22.5,10.8,53.1,peaty,millet,dap
7,84,84,33.9,49.5,38.6,sandy,wheat,urea
67,29,90,30.8,53.0,80.4,clay,soybean,dap
17,36,61,25.1,47.2,89.8,peaty,rice,urea
11,26,13,18.7,41.3,57.2,sandy,sorghum,urea
31,50,26,24.9,66.3,34.7,peaty,millet,mop
41,44,72,20.0,22.8,59.3,saline,millet,dap
86,36,29,35.0,58.8,71.0,saline,maize,mop
62,75,16,28.0,74.5,46.1,peaty,sorghum,mop
79,77,4,16.0,11.7,48.0,peaty,rice,mop
52,97,8,27.0,23.1,85.0,saline,wheat,mop
36,36,85,21.1,36.4,57.5,clay,sorghum,urea
63,89,15,22.2,19.0,29.7,loamy,soybean,mop
24,97,93,31.5,76.5,40.0,sandy,rice,urea
36,55,6,20.3,27.2,70.4,saline,wheat,mop
32,70,28,36.2,14.5,35.6,saline,sorghum,mop
83,1,63,35.4,28.8,23.4,loamy,wheat,dap
92,55,100,19.2,49.3,59.2,saline,groundnut,superphosphate
10,66,19,20.8,13.4,38.2,clay,sugarcane,urea
22,25,66,33.4,16.4,64.2,loamy,sorghum,urea
13,12,77,22.1,34.7,48.2,sandy,cotton,urea
91,87,26,29.7,31.9,47.8,clay,maize,mop
59,27,5,37.8,72.2,84.0,saline,millet,dap
56,79,28,29.4,29.6,48.4,saline,soybean,mop
80,10,39,30.8,85.6,40.2,loamy,sorghum,dap
35,92,96,30.8,10.6,68.2,clay,sugarcane,complex fertilizer
20,22,24,33.3,48.1,51.3,saline,maize,urea
81,82,85,31.2,82.3,78.1,clay,groundnut,complex fertilizer
20,72,73,34.0,44.4,80.0,sandy,rice,urea
89,77,62,28.2,54.6,49.3,loamy,millet,dap
7,68,39,19.6,84.0,55.8,sandy,sorghum,urea
40,50,52,22.3,37.1,77.0,peaty,rice,complex fertilizer
77,11,93,16.9,54.9,66.2,clay,barley,dap
62,29,20,36.5,40.6,27.3,saline,maize,dap
35,53,13,19.4,70.9,47.3,sandy,groundnut,mop
21,100,27,39.6,86.2,48.9,loamy,rice,urea
79,78,33,28.2,57.1,76.2,sandy,wheat,superphosphate
30,60,48,17.4,88.4,79.7,sandy,rice,mop
44,20,10,36.3,79.3,27.8,peaty,barley,dap
73,0,92,19.0,17.7,58.6,peaty,millet,dap
75,20,80,28.8,14.9,88.2,clay,sugarcane,dap
18,75,19,16.5,72.2,67.5,clay,groundnut,urea
4,37,61,31.5,56.6,47.1,peaty,rice,urea
70,10,79,21.6,60.7,34.1,peaty,sorghum,dap
85,2,42,17.2,70.1,44.0,saline,maize,dap
53,52,85,21.0,26.0,63.9,peaty,cotton,dap
49,9,81,23.6,56.6,22.9,sandy,wheat,dap
57,68,16,18.5,21.7,48.8,peaty,rice,mop
76,81,72,21.8,12.4,40.6,peaty,groundnut,superphosphate
2,47,72,38.1,73.8,62.9,peaty,cotton,urea
41,33,66,37.5,48.6,29.9,sandy,rice,complex fertilizer
91,95,23,30.0,82.0,28.2,loamy,wheat,mop
47,41,7,38.7,78.2,89.4,clay,wheat,mop
98,70,18,28.9,30.4,62.5,clay,soybean,mop
100,78,9,25.7,44.0,43.0,saline,wheat,mop
24,79,74,21.1,45.1,39.7,sandy,barley,urea
26,100,91,16.4,36.1,50.9,loamy,rice,urea
65,87,64,20.8,15.1,60.0,clay,cotton,superphosphate
43,22,17,18.3,71.3,56.3,saline,rice,dap
53,67,13,26.3,70.2,87.9,saline,sugarcane,mop
58,100,58,32.4,74.0,55.3,clay,wheat,urea
32,46,82,39.2,41.8,45.2,saline,rice,ammonium sulfate
37,55,66,31.2,85.2,39.9,clay,groundnut,urea
20,42,56,31.0,17.7,70.5,sandy,maize,urea
10,82,10,34.9,65.5,74.9,loamy,maize,urea
96,84,31,27.5,21.0,88.5,clay,barley,urea
33,13,57,29.1,32.9,28.5,saline,wheat,dap
34,5,15,31.2,48.2,56.9,saline,sugarcane,dap
82,98,78,26.5,24.2,26.8,clay,sorghum,dap
50,19,70,27.3,55.3,50.9,sandy,soybean,dap
69,56,61,26.0,14.4,39.9,peaty,maize,dap
68,1,45,39.6,80.0,50.4,loamy,millet,dap
35,7,52,30.7,81.3,30.9,peaty,sorghum,dap
2,34,50,22.0,44.6,34.6,clay,cotton,urea
26,45,51,28.8,55.4,44.0,peaty,cotton,urea
47,20,53,26.2,15.9,69.8,saline,cotton,dap
10,29,51,24.3,57.6,82.0,saline,maize,urea
89,72,46,30.2,48.3,26.3,saline,millet,dap
100,50,95,34.0,37.8,67.8,sandy,barley,urea
