nitrogen,phosphorus,potassium,temperature,moisture,humidity,soiltype,cropname,recommended_fertilizer
9,85,99,17.1,34.9,89.7,peaty,coconut,ammonium sulfate
17,17,56,14.9,28.9,33.7,peaty,mango,organic
72,49,93,23.3,73.2,43.1,chalky,carrot,compost
96,34,12,17.9,73.3,25.2,peaty,millet,ammonium sulfate
14,59,16,39.8,36.9,54.3,chalky,mustard,super phosphate
51,17,67,39.5,13.6,29.7,chalky,barley,mop
97,32,65,11.4,26.7,29.5,loamy,carrot,npk
35,97,79,21.7,50.1,85.0,loamy,banana,dap
79,37,54,25.0,85.6,66.3,loamy,rice,ammonium sulfate
47,93,36,45.9,76.0,69.7,clay,grape,mop
33,9,33,19.7,79.1,52.3,silty,onion,super phosphate
66,71,34,47.6,76.2,79.1,silty,banana,super phosphate
32,4,91,40.2,69.6,71.6,silty,cotton,mop
47,63,63,21.4,16.3,43.4,loamy,apple,compost
87,95,95,34.3,78.1,84.7,silty,cabbage,ammonium sulfate
69,10,79,36.0,20.3,75.3,loamy,maize,compost
39,60,96,10.4,52.8,37.3,clay,tomato,compost
18,35,57,46.4,35.1,35.9,chalky,grape,mop
62,25,91,39.4,62.2,53.5,clay,grape,organic
13,46,10,41.5,76.0,30.6,clay,grape,super phosphate
84,37,88,12.4,53.5,56.6,peaty,rice,ammonium sulfate
72,80,46,16.4,47.3,89.1,chalky,maize,dap
62,57,80,37.9,61.3,28.4,loamy,pineapple,compost
97,63,28,42.4,20.9,64.9,chalky,peanut,dap
78,69,80,17.4,29.6,51.7,peaty,soybean,npk
22,27,43,35.6,77.0,25.1,clay,wheat,compost
1,11,79,19.4,51.7,83.0,loamy,maize,mop
58,95,0,28.0,85.9,60.3,sandy,sunflower,super phosphate
34,92,22,25.4,54.0,26.9,silty,cabbage,super phosphate
79,79,2,21.6,49.3,76.4,chalky,potato,npk
87,2,85,16.0,12.5,60.6,silty,sunflower,urea
42,24,68,45.7,49.7,61.0,loamy,barley,super phosphate
92,55,95,36.9,60.6,33.8,silty,millet,super phosphate
22,68,72,45.1,47.2,73.1,sandy,tomato,npk
74,91,94,16.0,36.2,38.5,loamy,cotton,ammonium sulfate
55,89,35,33.3,89.4,60.7,clay,rice,dap
22,42,54,14.0,35.4,45.5,loamy,rice,dap
87,55,31,34.9,18.6,61.1,sandy,coffee,dap
10,21,19,38.8,72.8,79.4,silty,grape,urea
98,37,94,12.1,14.5,54.2,peaty,pineapple,compost
92,18,58,37.6,16.2,26.8,silty,chickpea,urea
88,52,18,23.6,22.3,43.4,loamy,sunflower,mop
28,0,58,46.9,16.3,58.1,loamy,sorghum,ammonium sulfate
81,67,7,46.0,60.6,61.7,chalky,potato,organic
33,9,91,44.4,13.5,84.3,peaty,pineapple,organic
48,16,56,23.8,81.6,84.4,chalky,tea,npk
47,20,60,14.8,51.8,87.1,chalky,sunflower,urea
81,85,41,28.5,38.5,55.8,sandy,coconut,urea
66,96,32,38.0,23.0,38.1,clay,sunflower,dap
56,31,32,18.6,58.4,51.8,loamy,peanut,mop
6,92,28,34.6,84.0,55.8,loamy,rice,dap
54,41,44,14.1,60.7,26.0,loamy,coconut,npk
15,60,20,21.9,25.1,36.1,sandy,barley,organic
77,37,28,22.6,27.4,35.5,chalky,apple,mop
9,8,0,36.0,81.5,77.7,clay,wheat,urea
2,65,30,45.6,78.5,82.1,peaty,barley,compost
32,1,48,25.9,63.8,40.3,clay,grape,dap
77,15,80,31.0,51.4,60.9,chalky,coconut,dap
15,81,73,12.9,76.7,55.9,peaty,sorghum,urea
36,67,47,30.2,38.5,70.6,clay,grape,npk
7,34,16,47.6,86.7,71.7,loamy,coconut,super phosphate
56,48,13,48.0,36.8,43.3,loamy,wheat,urea
87,67,41,35.3,53.0,23.3,sandy,mustard,ammonium sulfate
67,47,55,50.0,11.8,27.0,silty,soybean,dap
29,5,88,40.8,21.6,31.5,chalky,coffee,super phosphate
100,13,37,46.5,69.4,78.8,loamy,cabbage,dap
69,91,46,47.5,22.3,28.5,clay,chickpea,npk
4,4,50,21.7,87.0,61.5,chalky,onion,compost
53,56,21,47.9,27.8,29.7,loamy,cotton,super phosphate
31,77,12,30.3,81.9,80.1,sandy,tomato,super phosphate
53,52,63,48.0,34.0,74.2,peaty,sorghum,super phosphate
74,31,60,44.5,33.3,40.0,sandy,cotton,urea
68,73,52,24.0,77.5,74.4,peaty,sugarcane,compost
21,64,80,24.4,50.9,73.3,loamy,tomato,dap
27,27,66,32.7,13.1,77.9,loamy,potato,ammonium sulfate
0,53,34,27.7,18.2,61.0,clay,barley,dap
98,58,70,30.8,13.6,78.6,chalky,onion,dap
76,64,41,35.2,58.4,45.1,chalky,mango,compost
13,33,81,17.6,27.7,49.7,loamy,maize,compost
89,13,8,46.7,81.6,55.6,loamy,sunflower,organic
78,74,17,36.0,88.5,65.3,loamy,sugarcane,super phosphate
72,6,43,49.0,81.7,88.3,silty,pineapple,npk
12,92,44,40.1,10.1,51.0,loamy,chickpea,compost
74,58,19,13.6,28.0,67.6,clay,sunflower,npk
86,52,31,37.2,19.7,58.0,peaty,mustard,npk
58,73,51,37.7,22.8,35.0,clay,tea,npk
39,86,88,21.1,88.4,37.9,peaty,rice,dap
75,99,61,17.5,22.9,35.9,sandy,millet,dap
79,59,73,17.9,44.9,54.5,silty,soybean,npk
6,33,15,41.0,61.5,61.2,peaty,banana,urea
38,14,16,34.1,16.5,25.5,chalky,tea,organic
85,81,13,33.5,29.2,56.2,sandy,cotton,dap
45,26,62,13.6,74.3,87.8,sandy,coconut,mop
18,27,69,28.8,53.7,74.5,clay,rice,npk
15,64,88,40.5,32.1,59.3,peaty,banana,super phosphate
46,91,20,23.0,68.8,28.5,clay,barley,organic
53,48,80,37.7,32.8,80.1,clay,pineapple,compost
99,23,57,12.4,40.0,75.4,sandy,coconut,compost
29,51,24,18.2,81.8,79.3,sandy,mango,urea
81,25,36,49.2,23.6,74.5,loamy,sugarcane,super phosphate
41,92,32,46.3,36.0,87.8,chalky,chickpea,organic
28,81,9,26.3,74.4,54.5,chalky,mango,urea
20,5,25,34.1,48.9,28.9,clay,soybean,npk
100,76,30,45.4,49.9,36.3,peaty,sunflower,dap
64,55,19,42.5,20.1,63.0,silty,banana,super phosphate
72,92,71,33.5,81.7,34.1,sandy,cotton,ammonium sulfate
42,78,95,11.5,25.4,36.0,sandy,sugarcane,urea
65,52,55,12.4,29.7,64.1,chalky,coconut,npk
92,71,51,35.4,80.7,57.8,clay,mango,dap
83,87,58,17.7,64.7,39.8,silty,sorghum,npk
78,79,91,22.8,18.7,44.8,sandy,coffee,organic
4,16,85,27.2,26.3,39.1,chalky,mustard,ammonium sulfate
2,88,45,19.5,85.6,71.4,clay,sorghum,super phosphate
59,93,90,10.0,49.1,44.9,loamy,tomato,mop
67,35,85,34.6,67.7,46.8,silty,sorghum,mop
33,8,50,34.3,55.6,67.8,clay,mustard,super phosphate
79,43,88,24.3,72.7,77.6,peaty,apple,super phosphate
40,65,65,32.8,30.9,39.9,loamy,sugarcane,dap
98,16,92,10.5,62.0,36.3,sandy,carrot,mop
44,16,22,21.3,15.7,47.6,loamy,carrot,npk
7,54,29,11.3,41.7,27.0,peaty,cotton,ammonium sulfate
94,80,32,15.4,89.3,53.3,silty,mustard,super phosphate
82,15,77,21.0,65.8,71.9,sandy,onion,super phosphate
36,19,3,40.2,21.9,45.3,chalky,banana,npk
54,2,95,14.5,12.1,34.8,chalky,peanut,compost
9,68,75,16.2,15.7,67.4,loamy,maize,dap
30,69,33,20.4,89.4,36.3,clay,tea,npk
54,14,98,27.9,76.2,44.2,silty,peanut,mop
5,6,66,37.3,41.6,35.5,sandy,pineapple,mop
27,62,19,40.5,35.2,36.2,chalky,lentil,npk
66,41,17,31.1,80.9,56.5,silty,grape,dap
99,56,77,43.6,31.5,79.5,clay,tea,compost
17,94,70,38.8,89.6,84.3,peaty,lentil,npk
14,88,4,46.6,49.0,33.2,sandy,coffee,super phosphate
54,57,33,14.9,28.1,51.8,peaty,tea,super phosphate
88,30,85,21.3,28.2,42.4,peaty,millet,organic
98,46,70,20.2,15.2,44.7,peaty,banana,mop
75,32,29,49.5,88.1,25.5,chalky,chickpea,dap
13,78,68,36.4,58.8,54.3,sandy,coconut,npk
12,87,73,15.6,30.9,82.1,chalky,coffee,mop
96,12,9,46.3,30.9,79.6,peaty,coconut,ammonium sulfate
42,34,84,25.0,55.3,68.8,loamy,grape,super phosphate
59,88,23,46.4,83.6,27.0,peaty,millet,compost
16,46,47,40.8,46.5,89.7,silty,onion,urea
2,40,32,42.8,58.7,38.9,loamy,coffee,mop
94,25,63,39.7,31.7,86.8,silty,mango,organic
97,6,40,38.8,48.3,20.5,loamy,maize,npk
17,98,43,48.0,66.9,22.0,chalky,sorghum,super phosphate
4,57,73,20.6,75.4,71.4,clay,maize,mop
59,33,26,42.1,75.1,73.1,chalky,coconut,organic
88,34,5,39.9,53.6,66.1,peaty,potato,urea
50,42,31,41.2,18.1,50.3,clay,sugarcane,organic
23,26,69,31.4,41.2,24.9,loamy,barley,dap
42,1,52,31.1,10.1,84.0,chalky,grape,dap
95,60,46,31.1,76.9,59.2,loamy,potato,ammonium sulfate
87,24,48,35.8,67.5,75.7,sandy,peanut,super phosphate
25,54,69,30.5,19.9,33.3,loamy,coconut,compost
75,49,23,32.1,32.8,23.1,clay,cabbage,mop
38,93,28,17.2,50.1,49.3,sandy,mango,compost
27,41,3,27.8,84.1,31.6,chalky,cabbage,urea
100,26,7,20.8,30.5,81.2,chalky,pineapple,compost
19,72,18,27.8,75.9,85.6,clay,sunflower,ammonium sulfate
13,92,13,33.1,58.9,63.0,peaty,maize,mop
31,8,31,17.2,18.7,86.7,peaty,mango,npk
47,8,77,28.8,81.0,68.5,loamy,wheat,organic
0,71,60,30.7,62.0,88.1,peaty,coffee,mop
69,66,90,12.5,58.9,37.3,silty,chickpea,npk
74,19,68,44.0,86.8,69.9,loamy,potato,dap
27,68,13,22.1,51.7,40.1,peaty,grape,organic
53,42,94,38.0,45.2,40.4,peaty,lentil,organic
34,4,17,46.9,23.2,34.2,silty,carrot,ammonium sulfate
75,81,41,15.0,58.0,54.5,clay,sugarcane,dap
31,72,59,46.6,71.4,53.8,loamy,cotton,compost
90,84,52,29.0,27.8,35.1,silty,onion,compost
47,9,32,20.4,42.2,32.2,chalky,lentil,super phosphate
84,43,18,45.8,59.9,79.8,sandy,maize,organic
68,19,37,15.5,19.9,86.9,loamy,wheat,super phosphate
100,39,9,41.4,58.1,38.9,sandy,peanut,dap
82,81,37,32.0,65.6,83.9,clay,coconut,ammonium sulfate
96,27,49,24.0,52.2,85.4,clay,maize,organic
83,65,70,37.7,62.0,67.1,clay,sunflower,compost
53,85,21,33.7,34.6,85.1,sandy,cabbage,compost
84,37,51,47.3,42.9,24.8,chalky,peanut,organic
1,61,33,33.6,77.5,69.2,chalky,tea,organic
0,89,70,10.3,78.9,69.2,sandy,onion,compost
79,48,19,26.3,64.5,21.7,silty,pineapple,ammonium sulfate
91,25,56,40.7,32.7,86.0,loamy,mustard,npk
86,87,0,10.8,76.1,26.9,chalky,coconut,compost
21,27,3,11.1,24.0,35.8,chalky,tea,organic
50,92,43,30.7,80.0,36.3,peaty,lentil,urea
74,38,3,13.9,56.1,85.3,clay,lentil,urea
0,54,8,30.8,62.1,68.2,chalky,tomato,urea
58,20,53,33.6,28.0,43.1,sandy,sorghum,urea
27,71,57,41.7,45.4,76.8,chalky,cabbage,urea
52,80,44,37.7,49.8,51.5,loamy,grape,npk
76,75,50,35.9,14.7,39.6,loamy,mango,ammonium sulfate
66,43,25,20.2,25.6,48.6,silty,potato,ammonium sulfate
91,17,21,10.9,44.8,60.7,chalky,tea,organic
40,7,3,23.4,70.0,70.1,peaty,coconut,ammonium sulfate
17,16,83,34.3,77.8,88.1,clay,onion,urea
48,41,6,23.8,40.9,68.1,peaty,maize,npk
34,3,11,15.4,78.3,82.4,silty,millet,ammonium sulfate
52,80,9,16.8,47.4,22.4,clay,onion,npk
82,43,17,19.4,75.4,30.5,chalky,peanut,organic
24,81,30,43.5,37.1,29.0,chalky,maize,urea
45,49,7,42.1,63.1,84.0,silty,sunflower,super phosphate
37,24,66,11.4,23.9,32.3,loamy,barley,mop
14,49,93,20.6,67.6,88.5,sandy,peanut,urea
13,1,98,41.5,30.7,27.1,sandy,millet,dap
12,84,64,15.3,56.5,50.4,clay,tea,ammonium sulfate
72,38,12,14.2,63.5,57.7,silty,pineapple,mop
80,95,74,39.5,88.0,80.1,silty,sorghum,npk
57,40,54,38.6,48.6,89.6,chalky,maize,urea
12,40,25,25.4,48.6,70.9,chalky,peanut,organic
99,37,45,43.6,64.4,51.9,clay,peanut,dap
88,78,89,27.3,33.4,87.9,loamy,potato,ammonium sulfate
93,74,78,33.4,26.1,84.2,peaty,cabbage,urea
25,23,55,46.7,74.6,48.5,silty,pineapple,mop
47,76,97,42.9,25.3,38.7,loamy,sorghum,super phosphate
40,39,87,21.1,17.1,76.5,peaty,tea,urea
91,25,81,31.4,63.9,28.9,chalky,cotton,mop
4,76,83,13.5,70.7,25.8,silty,tomato,organic
21,100,71,44.0,24.8,25.8,peaty,apple,super phosphate
74,18,14,22.1,43.7,64.4,peaty,sugarcane,mop
2,82,61,22.0,60.5,60.1,clay,maize,npk
80,1,43,29.7,80.9,76.2,sandy,maize,mop
47,95,78,38.4,19.1,70.4,chalky,wheat,dap
27,98,21,32.4,34.3,82.1,clay,cabbage,compost
44,75,43,29.6,63.1,69.1,silty,onion,super phosphate
41,18,19,15.7,42.8,54.4,sandy,cabbage,organic
90,0,35,18.6,85.3,43.1,loamy,cabbage,dap
49,46,83,31.9,64.9,56.5,loamy,cabbage,mop
100,35,60,44.1,69.7,79.0,silty,coconut,ammonium sulfate
75,53,6,11.0,53.7,71.7,peaty,wheat,compost
44,76,1,19.9,73.6,24.1,sandy,peanut,dap
91,9,82,17.0,78.3,25.9,silty,chickpea,super phosphate
5,1,53,19.1,52.1,73.7,silty,pineapple,npk
41,50,64,37.0,83.7,68.4,silty,rice,compost
58,70,45,17.5,85.5,84.9,silty,mango,compost
34,88,0,16.2,88.2,84.1,clay,cotton,npk
51,7,86,16.4,62.3,22.9,silty,carrot,mop
50,28,35,10.2,88.7,80.6,clay,onion,organic
94,90,85,45.0,15.8,78.9,loamy,wheat,ammonium sulfate
57,53,70,33.5,75.7,34.7,loamy,tea,mop
68,78,68,28.9,53.4,22.6,chalky,millet,dap
3,65,32,21.8,85.0,37.8,loamy,sorghum,mop
9,63,36,25.6,77.1,79.1,loamy,banana,dap
23,51,6,44.8,49.6,82.1,silty,tea,mop
34,49,28,13.8,77.5,86.5,sandy,chickpea,ammonium sulfate
6,4,17,29.0,27.0,64.8,loamy,rice,npk
29,88,29,35.2,44.2,63.9,peaty,wheat,super phosphate
30,32,56,13.3,83.2,33.3,sandy,cotton,npk
59,69,83,33.9,76.0,88.4,peaty,pineapple,ammonium sulfate
55,52,36,23.5,58.9,77.9,silty,wheat,npk
2,80,26,27.4,74.9,25.6,loamy,sunflower,ammonium sulfate
58,35,87,31.8,67.3,76.3,chalky,coconut,mop
95,61,3,14.2,78.0,40.1,clay,carrot,mop
47,10,34,12.0,74.6,53.7,sandy,soybean,compost
53,12,60,34.2,77.9,58.9,silty,maize,organic
72,8,45,21.7,81.9,89.1,silty,coconut,dap
25,6,23,25.3,11.6,20.9,silty,carrot,super phosphate
84,30,48,13.5,16.0,89.3,sandy,barley,urea
74,24,42,25.0,13.1,81.3,clay,barley,npk
42,10,37,47.1,81.5,34.2,sandy,apple,dap
41,92,51,46.5,77.7,77.0,sandy,tomato,mop
16,9,75,20.5,17.4,60.3,sandy,tea,urea
6,95,72,39.3,69.3,47.5,chalky,cotton,organic
48,37,6,40.8,22.9,58.2,chalky,chickpea,dap
29,38,43,11.1,42.2,57.8,silty,tomato,mop
15,69,24,28.2,47.3,32.6,silty,coffee,mop
23,40,29,42.9,68.6,78.5,silty,mango,compost
14,82,19,48.8,20.6,42.4,loamy,wheat,ammonium sulfate
65,21,44,25.8,67.8,29.7,clay,maize,super phosphate
27,34,36,29.2,67.3,66.7,loamy,millet,urea
68,63,67,23.9,17.1,34.7,sandy,apple,super phosphate
69,89,60,47.2,30.4,75.8,clay,onion,dap
13,25,75,25.4,50.8,75.0,clay,barley,mop
62,42,98,39.1,59.2,43.2,peaty,millet,ammonium sulfate
93,48,56,13.9,20.1,80.5,loamy,millet,compost
28,49,84,27.4,32.1,61.1,loamy,mango,organic
24,35,9,13.4,74.0,75.1,chalky,banana,super phosphate
32,42,96,38.5,53.6,85.7,silty,apple,mop
14,57,39,31.2,67.3,20.7,clay,cabbage,ammonium sulfate
52,7,26,26.1,50.3,44.4,peaty,mango,mop
42,22,4,48.9,43.7,58.6,sandy,maize,npk
14,98,55,34.0,45.1,86.4,loamy,peanut,compost
10,76,57,38.5,87.6,68.4,sandy,tomato,mop
10,79,39,10.9,75.1,32.8,silty,soybean,mop
70,56,87,25.3,25.1,27.2,clay,lentil,ammonium sulfate
14,100,46,15.3,89.1,58.7,loamy,chickpea,ammonium sulfate
77,78,54,11.1,45.0,51.4,silty,lentil,npk
15,85,6,15.5,63.8,67.8,clay,barley,npk
0,62,79,40.1,21.9,33.9,peaty,apple,mop
46,52,83,15.5,29.5,61.0,silty,rice,organic
100,48,35,34.8,29.1,75.3,clay,pineapple,compost
73,93,40,38.5,23.5,48.2,silty,apple,urea
8,25,71,15.6,25.0,26.5,chalky,millet,super phosphate
0,100,24,17.4,58.9,69.9,chalky,pineapple,organic
79,1,29,21.0,25.6,45.4,silty,wheat,urea
27,20,98,46.3,13.3,47.1,chalky,apple,super phosphate
86,98,43,41.4,85.7,61.0,peaty,millet,organic
86,48,98,29.5,36.5,41.2,loamy,sunflower,ammonium sulfate
3,46,33,17.9,55.9,27.2,silty,sugarcane,npk
8,83,88,48.4,89.1,47.0,loamy,sorghum,mop
81,28,29,49.5,37.6,51.0,peaty,wheat,ammonium sulfate
26,91,38,27.9,84.0,58.2,peaty,peanut,mop
75,39,60,43.9,72.6,88.7,chalky,mustard,organic
1,8,93,16.8,79.8,64.6,sandy,mango,urea
67,15,86,36.3,42.7,80.8,clay,millet,dap
45,10,19,15.3,87.9,36.5,chalky,potato,ammonium sulfate
32,99,91,13.3,66.1,51.7,peaty,wheat,npk
16,82,13,40.6,46.7,64.9,chalky,coconut,urea
51,9,47,32.8,44.7,44.4,loamy,coffee,organic
91,32,4,24.2,66.1,22.4,sandy,maize,npk
2,85,30,48.9,63.7,49.7,peaty,grape,ammonium sulfate
66,67,48,48.5,81.1,23.2,clay,pineapple,super phosphate
91,27,7,18.6,51.8,73.3,silty,pineapple,organic
100,90,3,38.3,52.0,68.2,chalky,cabbage,dap
15,47,69,17.7,65.4,87.1,peaty,lentil,organic
16,37,7,19.4,24.2,55.4,loamy,coconut,compost
67,74,63,46.3,54.4,23.7,sandy,carrot,urea
22,39,28,41.3,31.9,80.9,clay,pineapple,dap
39,14,85,36.3,63.2,75.9,clay,apple,dap
71,80,81,49.5,21.6,82.1,silty,mango,compost
47,63,35,14.4,45.0,35.0,silty,peanut,ammonium sulfate
57,5,42,26.2,51.3,43.2,silty,onion,ammonium sulfate
62,66,84,38.0,40.9,63.6,silty,onion,urea
58,87,25,28.9,34.5,57.0,loamy,apple,mop
91,57,57,41.2,24.7,74.6,chalky,coconut,mop
42,44,11,18.9,53.3,83.1,clay,onion,mop
69,67,77,36.3,55.0,44.1,peaty,onion,dap
100,26,43,10.5,75.8,46.3,peaty,mango,super phosphate
91,99,55,39.6,66.2,47.3,sandy,coconut,ammonium sulfate
59,58,54,12.7,75.3,35.4,peaty,wheat,urea
35,52,36,20.1,51.0,30.1,sandy,potato,compost
99,43,20,19.5,43.1,37.5,clay,millet,urea
61,28,55,36.4,56.4,45.7,silty,coffee,dap
37,37,8,37.4,51.9,81.8,chalky,wheat,organic
96,99,78,27.0,61.8,32.7,clay,coconut,urea
93,56,89,17.2,17.2,41.7,loamy,pineapple,dap
89,28,96,27.7,77.1,54.3,peaty,banana,organic
69,24,62,23.8,52.6,49.0,silty,lentil,organic
49,87,9,20.8,29.2,38.3,clay,onion,dap
16,27,8,42.4,64.5,36.4,chalky,potato,organic
56,6,90,49.2,32.3,40.5,loamy,cabbage,mop
50,4,59,34.6,17.2,33.9,chalky,barley,dap
19,4,88,44.2,70.8,58.7,loamy,onion,compost
56,10,15,11.1,50.6,33.1,sandy,cotton,ammonium sulfate
93,19,93,42.3,24.8,25.6,chalky,coffee,super phosphate
90,90,4,16.7,70.8,64.3,sandy,onion,ammonium sulfate
77,45,2,31.9,45.6,46.4,chalky,mango,dap
48,22,17,24.6,86.4,27.9,loamy,cotton,ammonium sulfate
21,50,83,40.8,39.3,83.0,sandy,cabbage,npk
80,41,41,33.5,25.0,62.9,sandy,banana,super phosphate
92,16,68,49.9,72.9,72.1,peaty,sugarcane,compost
62,29,28,32.2,83.6,63.3,loamy,mango,npk
40,28,92,50.0,19.7,85.8,chalky,sunflower,ammonium sulfate
63,41,19,46.4,78.8,53.6,clay,tomato,dap
3,65,97,10.4,56.0,40.6,clay,pineapple,npk
74,94,64,23.5,57.0,33.0,peaty,potato,mop
92,37,5,27.4,71.3,64.5,sandy,sunflower,organic
77,56,79,44.6,55.9,61.2,clay,cotton,npk
21,51,65,21.0,10.9,42.4,chalky,sugarcane,npk
79,96,13,22.7,72.5,35.6,sandy,banana,mop
8,63,37,19.2,89.4,26.9,loamy,chickpea,ammonium sulfate
62,72,63,26.0,74.3,84.0,silty,soybean,mop
42,100,81,13.4,61.0,68.6,sandy,potato,urea
91,37,62,40.3,87.9,59.8,peaty,sugarcane,organic
50,36,29,15.8,69.3,85.3,silty,tomato,dap
1,32,96,39.5,69.4,38.6,chalky,barley,compost
74,12,36,45.8,22.1,41.3,sandy,apple,ammonium sulfate
97,21,22,25.8,70.5,65.6,silty,coffee,urea
74,77,80,46.6,84.1,78.1,silty,chickpea,dap
76,1,81,26.7,22.9,70.9,silty,millet,organic
73,5,69,23.2,41.6,63.5,loamy,millet,organic
87,13,61,18.0,32.4,85.8,sandy,tomato,ammonium sulfate
84,83,30,44.5,42.3,81.2,silty,onion,organic
80,86,9,44.6,62.6,25.1,clay,coffee,npk
63,14,54,17.8,38.3,66.3,peaty,mango,organic
74,4,89,47.9,85.5,22.1,silty,maize,compost
11,70,6,43.8,16.4,45.3,peaty,maize,ammonium sulfate
86,55,77,35.5,66.0,58.0,peaty,sugarcane,dap
44,80,100,39.0,86.8,78.5,peaty,coffee,compost
97,95,76,33.4,25.1,76.4,sandy,rice,mop
30,24,4,28.7,18.6,23.3,peaty,peanut,organic
100,81,92,26.6,88.9,83.2,peaty,banana,ammonium sulfate
60,39,88,36.3,13.9,65.5,sandy,coconut,mop
7,29,77,17.1,62.7,52.1,chalky,cotton,super phosphate
37,51,78,30.2,50.1,53.4,silty,cotton,urea
20,33,17,21.7,50.8,24.6,sandy,sugarcane,compost
4,48,96,40.7,77.2,79.2,silty,onion,urea
19,50,82,25.5,27.2,89.9,silty,sunflower,super phosphate
53,29,77,23.8,43.1,49.5,clay,cabbage,organic
32,3,49,15.7,59.3,61.5,clay,sunflower,organic
57,52,14,29.1,80.0,34.0,chalky,barley,super phosphate
22,53,32,32.8,50.5,33.2,clay,sunflower,organic
18,40,74,33.2,62.4,51.8,silty,apple,npk
83,79,31,49.9,78.6,42.1,peaty,mango,dap
95,100,26,14.1,18.1,73.2,sandy,mustard,urea
98,28,77,20.9,50.8,25.5,clay,cabbage,organic
31,67,70,48.9,51.7,63.4,loamy,carrot,super phosphate
38,94,54,10.7,48.8,45.5,loamy,coffee,mop
37,31,40,13.4,87.7,63.5,loamy,soybean,urea
47,17,57,30.8,32.8,36.5,chalky,cabbage,dap
78,10,58,21.3,52.5,45.4,chalky,maize,mop
29,3,80,45.7,24.7,50.3,silty,sorghum,super phosphate
56,49,71,35.5,53.5,45.8,chalky,millet,dap
45,47,99,47.8,40.3,51.5,sandy,tomato,mop
3,63,4,37.0,61.0,23.2,clay,peanut,ammonium sulfate
44,52,86,37.0,53.5,74.4,peaty,soybean,compost
85,84,50,43.2,75.5,81.7,silty,lentil,ammonium sulfate
28,68,46,31.8,83.2,83.9,silty,potato,organic
82,32,66,45.4,87.9,26.5,loamy,sugarcane,super phosphate
98,22,83,27.0,51.8,51.6,chalky,tea,urea
52,87,69,14.0,88.9,36.1,sandy,coffee,dap
4,2,64,36.8,56.3,62.8,silty,pineapple,urea
77,28,43,47.6,18.7,61.4,chalky,apple,ammonium sulfate
98,94,28,26.1,77.8,49.0,chalky,barley,super phosphate
9,88,77,21.8,14.3,56.4,chalky,sunflower,mop
45,60,99,35.6,72.0,38.6,sandy,coconut,ammonium sulfate
35,53,94,30.4,25.6,87.1,sandy,cabbage,npk
79,42,73,47.4,10.1,31.3,chalky,wheat,dap
94,6,90,40.1,73.7,60.0,chalky,coconut,mop
45,42,31,10.1,17.4,70.0,clay,maize,urea
44,14,57,22.6,13.0,35.8,loamy,tomato,urea
18,54,95,16.7,42.7,59.1,sandy,carrot,ammonium sulfate
100,8,52,37.8,37.3,30.5,chalky,cabbage,organic
31,62,40,48.5,28.6,20.6,loamy,lentil,mop
50,61,55,40.6,54.4,37.8,sandy,sugarcane,organic
5,46,71,44.2,11.6,28.7,peaty,sunflower,mop
50,72,49,41.6,86.2,33.8,peaty,chickpea,ammonium sulfate
56,82,67,17.8,52.4,83.9,clay,tea,mop
14,30,32,26.7,16.1,89.7,chalky,sorghum,ammonium sulfate
45,54,88,43.8,35.6,43.6,silty,chickpea,ammonium sulfate
91,1,67,18.5,86.2,57.8,chalky,sorghum,compost
77,26,87,48.3,62.8,30.9,loamy,sunflower,mop
81,65,82,16.0,10.9,51.6,chalky,maize,urea
9,93,68,47.9,29.3,76.1,silty,onion,mop
96,36,58,13.6,17.7,52.9,peaty,soybean,organic
56,54,68,16.3,10.6,49.5,peaty,mustard,compost
57,13,52,32.7,61.4,68.0,sandy,apple,dap
70,89,4,29.0,88.5,76.6,clay,sunflower,dap
47,96,94,22.5,80.5,51.6,peaty,soybean,dap
86,94,8,43.9,27.2,33.1,silty,wheat,mop
93,67,74,46.9,21.4,87.3,silty,sunflower,mop
27,43,94,32.9,86.2,30.6,silty,maize,ammonium sulfate
63,52,29,12.6,82.6,86.2,loamy,lentil,ammonium sulfate
21,74,4,39.6,24.8,20.9,loamy,cabbage,urea
69,69,23,24.7,55.4,77.3,chalky,mustard,organic
4,13,50,15.1,49.5,46.5,sandy,mango,compost
68,26,53,16.1,75.3,29.5,clay,banana,ammonium sulfate
63,42,18,46.2,31.4,54.1,peaty,peanut,urea
32,83,45,22.7,64.6,75.6,sandy,coffee,super phosphate
42,99,83,29.9,83.2,84.0,chalky,mango,npk
4,2,17,36.1,89.7,80.3,chalky,maize,organic
11,49,33,27.8,62.5,28.0,clay,potato,dap
98,35,88,31.3,67.1,60.1,loamy,wheat,mop
54,56,77,33.2,58.8,69.5,sandy,maize,organic
97,16,68,47.1,15.3,45.2,peaty,rice,super phosphate
55,12,23,10.3,35.8,57.6,clay,potato,urea
96,83,84,25.4,56.1,24.0,sandy,sugarcane,mop
2,83,64,33.1,42.0,78.0,peaty,pineapple,ammonium sulfate
3,16,36,47.0,39.3,62.0,clay,potato,super phosphate
56,13,36,30.1,39.2,71.2,loamy,coconut,dap
49,27,15,11.7,76.6,27.4,sandy,coffee,super phosphate
27,18,70,17.2,24.1,77.6,sandy,coffee,dap
66,36,13,47.9,31.5,84.2,peaty,sugarcane,super phosphate
84,62,17,28.8,38.2,73.0,chalky,coconut,dap
40,5,53,19.5,49.9,54.4,chalky,apple,compost
