nitrogen,phosphorus,potassium,temperature,moisture,humidity,soiltype,cropname,recommended_fertilizer
76,34,27,30.5,66.3,67.3,alluvial,tobacco,vermicompost
98,70,49,45.3,32.1,56.1,forest,millet,ammonium sulfate
77,96,88,39.6,66.0,80.1,red,tobacco,super phosphate
18,65,75,48.6,73.4,49.7,forest,onion,npk
21,5,60,14.8,46.3,29.2,laterite,cauliflower,ammonium sulfate
1,77,24,19.6,32.4,43.4,forest,sorghum,ammonium sulfate
39,23,0,12.4,81.4,20.2,arid,papaya,super phosphate
98,34,37,14.9,50.4,58.3,black,carrot,urea
75,12,66,20.7,56.2,32.8,saline,brinjal,vermicompost
90,0,46,18.5,46.0,30.7,saline,watermelon,compost
68,83,26,30.3,52.7,66.7,loamy,tobacco,compost
97,100,26,17.3,56.3,89.9,black,sugarcane,compost
96,31,69,19.0,86.9,72.9,peat,grape,mop
75,27,18,19.7,70.0,55.1,peat,tobacco,npk
57,98,27,46.5,17.5,78.7,alluvial,cabbage,dap
41,14,50,26.5,56.6,43.1,laterite,papaya,bio-fertilizer
18,65,85,48.2,46.8,78.8,forest,carrot,super phosphate
84,39,38,22.1,49.6,73.3,arid,jute,organic
0,37,1,47.0,55.3,80.0,alluvial,onion,super phosphate
52,9,34,18.1,56.9,28.3,arid,linseed,mop
90,56,64,24.3,20.0,57.1,laterite,safflower,mop
89,51,65,47.7,77.7,60.8,loamy,rice,ammonium sulfate
32,62,32,48.2,42.6,40.2,peat,papaya,vermicompost
14,73,37,41.0,63.8,37.7,laterite,barley,vermicompost
84,8,60,26.6,24.7,46.9,loamy,pigeon pea,ammonium sulfate
69,12,61,49.5,77.3,25.9,loamy,watermelon,ammonium sulfate
34,95,12,37.1,74.0,38.7,black,coconut,vermicompost
82,55,24,28.8,13.8,73.4,saline,wheat,ammonium sulfate
68,73,95,29.0,44.6,57.9,saline,kidney bean,dap
15,76,31,10.9,16.0,41.7,forest,oats,mop
65,73,76,42.1,30.9,31.3,mountain,soybean,organic
98,34,39,30.8,43.6,29.6,black,green gram,vermicompost
33,16,21,30.9,75.8,76.3,loamy,brinjal,super phosphate
39,71,55,27.8,66.0,47.2,arid,green gram,ammonium sulfate
40,4,3,35.7,87.5,53.4,forest,coconut,urea
48,92,3,31.7,42.7,86.5,loamy,rye,vermicompost
30,11,68,37.8,60.6,87.2,arid,maize,urea
97,95,60,31.9,27.1,43.6,loamy,sesame,dap
69,63,52,38.5,87.0,41.7,forest,onion,npk
36,53,63,34.6,58.7,75.6,red,guava,urea
37,58,41,14.5,55.4,41.8,peat,tomato,dap
94,44,41,44.6,19.2,81.2,mountain,sesame,super phosphate
3,60,61,14.6,72.9,49.9,mountain,pineapple,compost
4,90,51,16.2,43.2,71.5,black,onion,vermicompost
62,7,8,36.0,77.3,87.1,loamy,kidney bean,mop
84,13,91,33.9,58.9,87.8,saline,tobacco,dap
2,17,96,40.2,82.8,52.8,arid,sugarcane,organic
22,65,88,35.6,10.8,34.3,mountain,millet,urea
76,42,5,49.4,45.8,89.2,saline,peas,vermicompost
41,98,49,40.2,47.7,20.7,laterite,tobacco,super phosphate
42,96,7,26.3,66.8,28.3,alluvial,carrot,mop
2,30,5,40.8,69.0,70.0,black,pigeon pea,mop
61,18,21,12.4,48.5,85.6,loamy,wheat,npk
67,100,67,48.2,86.8,79.1,black,lentil,dap
82,44,22,33.3,77.4,66.5,peat,cauliflower,bio-fertilizer
56,83,12,25.0,24.9,87.9,red,tea,bio-fertilizer
13,5,93,17.7,44.6,25.2,alluvial,linseed,npk
15,83,21,45.3,27.1,50.1,black,cabbage,ammonium sulfate
96,92,11,11.8,55.2,29.5,alluvial,coffee,organic
18,18,75,19.4,78.6,82.2,loamy,orange,mop
55,64,68,20.7,89.7,31.7,black,cabbage,compost
93,0,12,25.3,58.6,59.1,mountain,maize,dap
52,38,87,12.0,89.9,74.1,peat,soybean,ammonium sulfate
35,26,63,22.2,40.7,25.2,loamy,rubber,compost
96,76,93,46.4,72.0,39.2,forest,lentil,npk
94,53,3,11.7,54.3,41.8,peat,onion,super phosphate
78,17,84,28.1,73.7,66.9,mountain,apple,super phosphate
27,41,38,20.8,22.0,23.5,saline,spinach,compost
0,69,77,16.4,58.6,78.0,peat,wheat,bio-fertilizer
83,4,31,14.4,64.8,78.3,laterite,coconut,npk
45,37,68,24.5,69.5,36.4,forest,sorghum,bio-fertilizer
23,78,23,12.4,81.5,26.5,laterite,brinjal,compost
75,76,95,48.0,70.2,49.5,loamy,tobacco,npk
97,9,23,35.4,23.8,74.5,alluvial,pigeon pea,bio-fertilizer
19,70,52,44.8,14.4,54.5,forest,orange,mop
99,82,41,16.1,11.4,25.8,forest,rye,super phosphate
54,2,36,44.1,71.7,31.1,laterite,cotton,bio-fertilizer
3,46,62,17.5,59.1,69.5,saline,onion,vermicompost
29,9,11,31.0,69.0,90.0,laterite,cauliflower,super phosphate
6,37,44,34.7,76.1,83.0,alluvial,banana,vermicompost
99,99,25,34.8,52.7,73.2,alluvial,spinach,dap
62,27,68,13.7,84.5,62.0,arid,oats,dap
55,79,73,33.4,66.3,25.4,laterite,grape,vermicompost
15,97,92,26.8,85.3,44.3,arid,green gram,mop
91,46,11,14.3,67.1,67.6,arid,barley,urea
24,19,35,26.9,32.5,78.6,black,cauliflower,bio-fertilizer
50,13,39,17.9,65.7,42.1,forest,pomegranate,compost
17,49,30,22.0,47.1,57.1,alluvial,pomegranate,super phosphate
44,17,43,28.9,70.0,31.1,arid,coconut,bio-fertilizer
14,47,2,39.3,16.8,86.6,saline,pineapple,bio-fertilizer
74,9,94,31.1,29.9,60.3,red,tea,npk
92,1,88,48.5,55.2,80.1,saline,soybean,compost
18,51,68,12.9,54.3,80.9,red,green gram,npk
28,30,48,39.1,88.4,87.8,arid,black gram,vermicompost
7,66,25,26.1,47.3,53.4,alluvial,wheat,dap
54,16,71,28.7,40.0,58.3,black,cowpea,mop
80,75,1,19.4,48.4,82.4,arid,onion,npk
36,64,25,41.0,59.3,89.3,black,banana,vermicompost
53,76,87,17.4,18.7,22.1,arid,maize,super phosphate
86,69,85,47.4,42.2,34.4,red,onion,mop
78,16,6,17.5,77.8,34.1,laterite,maize,urea
94,64,12,41.1,36.8,62.5,laterite,banana,compost
95,73,94,41.2,61.2,29.9,laterite,groundnut,urea
95,59,2,33.0,81.0,89.2,arid,onion,vermicompost
65,7,85,17.8,55.2,37.3,alluvial,pigeon pea,super phosphate
43,0,49,31.8,47.9,27.4,forest,jute,mop
63,9,54,36.6,82.2,52.3,red,rubber,vermicompost
28,24,56,48.1,62.7,34.8,mountain,potato,urea
20,78,99,43.5,88.3,33.7,black,safflower,compost
46,12,70,41.3,37.8,47.5,loamy,tomato,super phosphate
5,28,95,46.7,12.5,71.0,alluvial,barley,super phosphate
96,93,39,43.5,76.2,26.7,red,cauliflower,vermicompost
12,74,12,24.9,18.0,81.9,peat,wheat,bio-fertilizer
46,1,67,24.2,35.1,62.7,alluvial,wheat,bio-fertilizer
12,75,58,31.6,12.3,28.3,arid,tomato,vermicompost
45,76,0,29.7,83.9,25.9,loamy,tobacco,organic
65,96,66,15.7,53.9,71.1,saline,jute,npk
0,78,77,26.7,24.7,29.4,forest,barley,npk
16,35,81,42.0,84.7,47.8,black,pomegranate,compost
38,76,77,13.0,88.3,78.6,arid,guava,organic
54,64,6,12.3,36.4,55.3,alluvial,pigeon pea,compost
14,64,55,32.5,52.2,42.7,forest,pigeon pea,npk
18,76,42,27.3,40.9,31.7,peat,orange,vermicompost
83,75,31,36.4,25.8,21.2,forest,barley,organic
32,4,32,41.7,16.3,40.0,alluvial,orange,compost
47,39,32,11.2,36.7,42.4,saline,grape,dap
17,86,28,46.7,64.9,88.5,alluvial,rubber,mop
77,96,59,31.4,29.2,28.0,arid,banana,npk
92,73,34,44.4,39.3,50.1,red,pigeon pea,compost
13,47,41,37.7,55.2,31.2,mountain,sesame,super phosphate
79,2,60,17.2,36.1,84.2,arid,black gram,bio-fertilizer
45,41,51,49.9,56.1,73.0,alluvial,safflower,compost
20,29,94,46.2,75.8,65.4,alluvial,pomegranate,compost
20,97,40,43.0,84.0,76.7,forest,pomegranate,bio-fertilizer
84,64,52,41.2,18.8,80.7,red,mango,urea
12,88,63,46.0,35.4,30.8,arid,barley,npk
2,86,68,33.9,18.2,64.5,mountain,soybean,dap
81,80,35,38.1,43.4,46.6,saline,watermelon,compost
97,7,72,39.8,76.9,45.7,peat,cotton,organic
86,42,83,22.6,86.8,57.4,forest,coffee,dap
41,10,23,47.8,46.4,77.4,mountain,tomato,vermicompost
55,57,91,17.2,61.7,56.5,laterite,pigeon pea,mop
40,30,93,34.1,52.1,78.0,loamy,papaya,npk
79,31,72,15.4,39.1,35.2,peat,millet,bio-fertilizer
58,55,34,18.9,52.3,72.8,arid,pomegranate,mop
74,23,81,26.5,32.4,21.2,black,tobacco,compost
68,98,31,19.3,19.1,78.1,saline,cowpea,compost
74,75,93,15.4,22.3,32.6,loamy,mustard,ammonium sulfate
32,57,77,47.9,82.4,23.9,saline,sesame,ammonium sulfate
50,95,12,13.0,39.9,86.5,alluvial,garlic,urea
10,42,37,38.8,62.8,86.8,mountain,rye,ammonium sulfate
98,19,79,39.0,45.7,59.0,arid,lentil,compost
51,30,36,45.2,59.6,33.2,loamy,black gram,dap
38,76,77,21.8,30.0,80.8,alluvial,pigeon pea,dap
60,78,28,29.1,65.1,34.5,alluvial,oats,vermicompost
15,3,39,28.7,17.6,67.3,loamy,grape,vermicompost
97,81,22,25.1,27.0,67.5,saline,rye,bio-fertilizer
51,32,37,41.3,58.8,31.8,forest,safflower,mop
6,71,46,13.7,10.8,49.3,loamy,brinjal,compost
44,39,26,26.9,85.4,20.3,arid,tea,super phosphate
100,3,77,31.6,85.3,34.7,loamy,green gram,mop
92,95,97,14.7,79.9,60.3,alluvial,chickpea,bio-fertilizer
80,26,55,38.2,62.7,78.1,saline,papaya,urea
78,37,72,34.8,66.2,31.1,red,pigeon pea,compost
19,26,78,35.6,55.8,69.3,arid,linseed,bio-fertilizer
49,19,66,41.5,57.4,32.7,peat,coffee,dap
96,44,0,46.8,82.9,44.7,peat,garlic,organic
23,8,86,13.0,83.0,66.7,black,mango,dap
2,63,1,16.4,40.4,68.6,alluvial,tomato,mop
42,5,85,38.4,38.2,67.0,loamy,brinjal,super phosphate
95,25,14,39.9,24.5,82.0,loamy,pineapple,mop
93,14,45,30.2,38.3,60.8,laterite,safflower,urea
90,46,9,37.2,50.8,34.2,arid,pomegranate,vermicompost
80,87,57,18.5,85.7,70.3,saline,black gram,npk
57,7,42,12.0,40.8,41.2,forest,soybean,dap
60,79,49,17.4,20.2,30.7,mountain,tobacco,bio-fertilizer
39,60,48,30.0,36.3,77.6,loamy,rubber,npk
76,62,64,24.0,67.6,26.6,forest,brinjal,super phosphate
47,72,14,48.2,84.7,20.8,black,chickpea,organic
68,97,90,31.6,75.9,83.5,red,guava,super phosphate
94,10,76,40.3,40.0,45.7,red,black gram,dap
4,81,51,23.0,65.8,80.6,alluvial,sugarcane,npk
28,87,84,25.0,18.2,27.2,saline,carrot,organic
45,31,14,19.3,62.9,44.2,arid,rice,dap
90,56,83,18.4,55.4,53.2,mountain,banana,bio-fertilizer
75,65,50,27.6,74.2,33.7,laterite,soybean,super phosphate
8,51,84,27.1,12.2,39.9,saline,sugarcane,npk
78,53,69,11.8,28.9,24.7,black,pigeon pea,ammonium sulfate
48,50,0,21.5,52.6,24.9,loamy,onion,urea
0,26,19,26.3,47.6,59.4,red,garlic,bio-fertilizer
14,94,89,14.1,54.0,69.0,laterite,groundnut,mop
20,50,50,26.6,58.4,79.0,saline,rice,vermicompost
65,71,97,15.4,16.5,44.8,mountain,linseed,compost
51,48,37,46.1,33.5,27.6,laterite,watermelon,urea
41,42,15,32.1,25.8,70.0,loamy,maize,urea
24,42,96,23.1,48.1,73.2,red,barley,vermicompost
78,1,85,15.0,48.9,80.3,peat,onion,mop
75,93,98,38.7,44.6,34.9,saline,banana,super phosphate
13,63,71,26.5,11.9,23.0,laterite,pomegranate,urea
5,58,99,36.0,70.9,22.9,arid,watermelon,bio-fertilizer
47,1,58,36.0,82.6,80.3,saline,carrot,compost
24,47,69,13.0,63.5,48.0,laterite,garlic,urea
29,93,38,17.9,10.8,67.9,loamy,brinjal,vermicompost
10,87,71,13.6,77.8,41.9,peat,soybean,mop
39,65,87,21.7,47.2,49.3,saline,watermelon,compost
77,19,49,41.9,72.3,84.1,peat,black gram,vermicompost
44,37,13,39.0,88.4,87.6,alluvial,coffee,ammonium sulfate
59,24,8,46.3,26.1,22.5,forest,peas,mop
11,80,33,42.5,38.2,51.2,forest,wheat,npk
30,100,13,17.6,63.5,30.5,saline,sorghum,npk
51,76,28,19.0,68.2,23.8,red,oats,super phosphate
31,96,13,15.4,27.8,78.3,loamy,rice,urea
43,22,38,49.6,67.8,31.8,arid,tomato,vermicompost
15,1,80,14.7,21.2,84.6,alluvial,mango,ammonium sulfate
16,6,1,18.7,27.3,61.0,loamy,safflower,npk
42,85,61,36.7,62.5,36.4,saline,spinach,vermicompost
20,15,13,43.6,15.2,32.0,arid,soybean,organic
100,41,57,47.7,39.5,28.3,laterite,black gram,dap
100,43,32,47.9,20.9,64.1,laterite,pigeon pea,organic
99,14,83,31.4,74.5,35.7,laterite,kidney bean,mop
48,55,11,10.7,83.9,23.0,forest,lentil,super phosphate
53,81,25,17.9,46.5,78.6,saline,lentil,vermicompost
85,15,54,38.8,40.5,82.1,loamy,grape,vermicompost
65,0,24,39.0,16.4,71.5,loamy,green gram,compost
91,44,12,39.1,19.9,88.4,peat,banana,super phosphate
66,81,79,47.6,34.7,31.9,loamy,tomato,dap
54,36,21,25.2,70.6,71.2,red,oats,npk
89,98,36,13.6,40.2,41.1,mountain,maize,mop
46,18,87,37.5,27.0,47.1,forest,rice,vermicompost
21,30,5,19.0,51.1,39.4,red,lentil,npk
46,93,35,16.7,12.5,38.7,mountain,watermelon,urea
59,38,21,10.9,31.1,81.4,forest,mango,dap
34,0,27,35.7,26.3,75.4,saline,soybean,super phosphate
21,46,10,41.5,86.4,42.1,alluvial,onion,compost
41,11,90,20.3,38.2,70.4,mountain,garlic,bio-fertilizer
93,9,2,33.2,54.0,60.3,loamy,soybean,urea
74,14,64,47.0,47.2,52.5,arid,soybean,bio-fertilizer
21,88,91,12.3,86.2,47.5,red,rye,compost
76,99,6,12.4,43.8,49.3,loamy,pigeon pea,compost
43,71,44,48.1,12.6,67.4,laterite,rubber,organic
10,73,62,34.7,67.7,22.3,forest,sesame,npk
16,97,8,11.7,65.5,47.2,red,garlic,vermicompost
91,61,0,16.9,23.4,34.8,alluvial,tobacco,mop
58,14,79,46.9,78.9,60.6,laterite,linseed,organic
6,15,29,15.3,27.4,22.1,peat,guava,urea
43,94,81,34.2,74.4,68.9,mountain,brinjal,compost
48,61,27,22.7,88.4,86.0,loamy,mango,vermicompost
76,58,50,18.3,12.2,46.4,mountain,sunflower,ammonium sulfate
38,80,62,41.0,32.0,82.2,saline,safflower,compost
42,81,59,48.7,50.4,23.5,saline,guava,compost
41,39,11,39.4,29.4,41.3,laterite,grape,dap
38,56,5,36.7,30.1,70.4,alluvial,banana,bio-fertilizer
79,4,98,23.9,21.9,23.8,alluvial,sunflower,super phosphate
60,81,45,25.3,28.9,61.3,peat,potato,compost
69,67,4,19.0,39.3,32.1,peat,spinach,organic
34,30,75,40.6,81.5,67.0,saline,rice,super phosphate
85,63,88,43.0,11.5,86.4,saline,lentil,urea
1,34,50,43.5,47.8,67.7,saline,carrot,urea
93,64,86,17.8,79.0,22.2,peat,pigeon pea,vermicompost
63,6,77,20.8,50.8,26.9,peat,tea,npk
28,89,74,48.2,54.0,57.6,loamy,green gram,ammonium sulfate
44,18,6,23.8,77.5,83.2,saline,cowpea,compost
47,28,86,20.7,15.7,58.1,black,cotton,compost
39,87,19,11.3,45.9,70.2,laterite,black gram,super phosphate
0,94,13,33.8,83.0,29.0,arid,wheat,bio-fertilizer
75,84,14,40.3,18.5,42.0,saline,millet,compost
43,6,34,44.8,40.2,78.3,loamy,apple,vermicompost
2,4,22,31.3,81.9,20.6,peat,cowpea,super phosphate
20,93,23,40.3,42.2,83.5,forest,oats,dap
60,48,50,11.7,11.0,45.9,peat,oats,bio-fertilizer
68,94,84,24.0,36.4,82.9,arid,onion,npk
93,48,63,22.3,85.9,79.3,laterite,kidney bean,bio-fertilizer
98,87,30,34.4,52.3,51.6,mountain,sesame,urea
58,17,67,22.6,88.7,48.2,saline,orange,urea
41,46,96,49.1,19.5,40.4,red,carrot,organic
81,48,38,45.0,86.0,22.6,arid,onion,npk
33,31,54,48.1,43.6,26.3,forest,sugarcane,organic
56,5,15,47.7,35.6,75.6,forest,soybean,super phosphate
67,18,5,12.7,66.2,83.2,forest,guava,mop
49,53,77,27.9,10.4,66.0,laterite,linseed,organic
56,78,32,33.0,44.1,53.3,peat,jute,bio-fertilizer
51,74,51,28.8,15.4,86.8,arid,safflower,vermicompost
25,49,24,47.6,37.7,58.1,forest,coconut,bio-fertilizer
30,40,19,37.8,80.0,79.3,peat,peas,compost
100,66,62,21.1,69.8,43.9,laterite,rubber,npk
28,5,2,31.1,25.3,37.5,black,rice,dap
64,27,100,10.2,45.9,39.0,mountain,oats,compost
95,46,75,38.5,77.5,46.1,forest,apple,mop
29,49,74,43.7,57.0,83.9,laterite,garlic,bio-fertilizer
41,19,61,19.8,13.5,43.0,loamy,rye,vermicompost
38,1,3,13.9,66.2,25.6,black,sorghum,mop
87,0,91,47.0,28.8,54.2,mountain,rubber,organic
57,2,31,41.3,30.3,38.3,alluvial,lentil,compost
33,35,94,18.5,20.8,47.8,loamy,papaya,vermicompost
95,60,100,49.0,70.7,45.9,arid,sesame,organic
56,66,83,42.7,25.0,80.5,arid,garlic,compost
49,40,69,14.9,56.9,59.8,mountain,tea,bio-fertilizer
88,28,11,11.1,45.4,85.3,red,rye,super phosphate
4,15,16,19.4,72.8,34.0,black,banana,npk
53,1,92,20.2,32.8,82.2,saline,wheat,ammonium sulfate
74,39,33,34.3,85.7,45.7,arid,spinach,bio-fertilizer
64,15,62,31.6,45.0,21.2,peat,pomegranate,mop
80,69,48,28.2,86.9,44.9,alluvial,mustard,vermicompost
95,100,15,16.6,13.8,58.7,loamy,coffee,dap
72,34,56,19.1,40.6,86.0,saline,sesame,dap
65,75,7,25.8,62.4,38.3,mountain,oats,urea
32,16,84,42.8,69.4,30.6,laterite,tomato,vermicompost
11,91,18,49.7,15.7,53.9,red,banana,ammonium sulfate
13,38,17,14.6,48.6,54.4,mountain,rye,bio-fertilizer
86,48,63,10.2,83.2,67.9,loamy,watermelon,urea
26,42,93,18.9,13.2,59.5,black,cowpea,mop
44,66,78,23.8,36.3,24.0,laterite,grape,bio-fertilizer
58,53,23,47.8,44.3,87.0,red,green gram,urea
53,14,61,42.3,27.7,25.9,black,coffee,organic
57,62,92,44.6,21.1,59.5,forest,sorghum,dap
18,64,46,14.9,72.2,39.7,black,cowpea,dap
82,66,33,48.1,69.7,30.1,alluvial,black gram,vermicompost
43,15,89,47.6,41.9,81.0,arid,potato,bio-fertilizer
59,34,81,48.6,15.4,35.2,laterite,spinach,compost
98,81,99,14.7,75.4,83.6,mountain,cotton,dap
53,7,79,22.0,34.6,64.0,red,sugarcane,compost
78,35,88,10.2,43.5,44.9,laterite,garlic,mop
79,1,42,48.8,48.9,21.3,loamy,jute,bio-fertilizer
26,6,100,22.6,89.1,53.0,laterite,pomegranate,dap
70,38,51,46.1,72.9,62.8,loamy,banana,organic
43,8,45,29.0,33.4,51.3,saline,jute,urea
70,66,96,41.7,50.7,34.5,arid,soybean,mop
28,43,42,37.8,36.9,66.9,laterite,papaya,ammonium sulfate
41,74,86,44.7,33.9,20.0,black,black gram,vermicompost
32,65,48,40.4,26.6,55.2,arid,linseed,urea
8,31,78,20.4,21.1,61.7,forest,coffee,urea
27,53,75,40.1,55.6,83.0,black,sugarcane,dap
88,90,86,21.2,21.8,82.0,red,soybean,compost
5,92,93,15.9,22.6,66.5,red,wheat,urea
71,4,28,26.6,33.7,21.5,saline,guava,ammonium sulfate
12,71,49,45.1,49.2,80.6,mountain,spinach,vermicompost
0,6,73,10.6,38.8,60.1,loamy,black gram,organic
53,74,33,13.5,50.4,89.8,red,tomato,dap
53,32,90,17.3,31.1,68.0,saline,cabbage,dap
93,4,77,19.4,35.9,34.0,arid,watermelon,compost
25,20,78,37.6,75.4,55.6,laterite,safflower,dap
71,66,85,15.5,45.5,29.7,red,black gram,organic
42,97,13,38.0,52.8,46.7,arid,millet,urea
84,11,80,27.7,40.3,59.5,alluvial,pigeon pea,bio-fertilizer
68,88,61,20.3,75.2,38.1,arid,safflower,compost
21,39,25,48.1,67.2,24.9,black,tea,vermicompost
14,80,34,43.4,81.3,45.7,loamy,linseed,super phosphate
15,82,20,20.1,24.8,24.7,peat,green gram,bio-fertilizer
51,58,64,30.1,26.8,66.4,forest,apple,dap
74,87,29,29.8,17.4,39.4,arid,tobacco,super phosphate
65,89,44,40.1,16.2,25.8,black,grape,ammonium sulfate
44,64,89,27.8,80.1,68.5,loamy,black gram,super phosphate
44,77,83,20.4,89.1,64.2,red,pineapple,ammonium sulfate
77,46,21,34.5,49.4,43.4,alluvial,coffee,super phosphate
51,23,4,39.6,41.0,49.1,forest,wheat,vermicompost
7,65,31,19.7,89.3,70.5,mountain,cotton,npk
10,54,21,28.4,44.5,21.5,mountain,mustard,compost
78,3,3,15.2,32.2,86.0,red,banana,mop
29,74,43,32.8,87.5,21.2,forest,garlic,bio-fertilizer
73,92,99,33.0,80.7,22.7,peat,sorghum,dap
72,50,45,18.5,45.1,90.0,mountain,orange,super phosphate
40,79,86,26.4,84.3,53.4,black,peas,super phosphate
29,36,94,21.9,62.5,24.3,laterite,banana,bio-fertilizer
13,45,90,10.6,67.1,47.7,red,pineapple,urea
12,88,82,45.4,50.6,83.2,forest,soybean,bio-fertilizer
32,38,73,13.6,41.7,47.4,red,rice,organic
53,58,86,27.2,63.9,20.4,arid,chickpea,bio-fertilizer
23,15,64,16.8,41.7,33.3,loamy,peas,compost
5,93,27,16.1,12.1,37.9,arid,coffee,bio-fertilizer
34,93,75,32.3,84.3,53.0,saline,cabbage,mop
35,96,71,40.7,61.0,75.6,black,spinach,urea
49,64,73,28.0,21.1,59.1,laterite,rice,ammonium sulfate
32,30,6,45.4,28.5,62.8,laterite,groundnut,bio-fertilizer
88,24,19,42.7,85.1,69.7,black,groundnut,organic
25,20,73,17.8,47.4,72.6,alluvial,spinach,vermicompost
48,66,81,34.8,64.0,37.6,black,peas,dap
79,2,90,37.4,27.1,82.5,alluvial,cauliflower,bio-fertilizer
4,81,26,32.2,80.4,81.8,forest,papaya,compost
49,15,7,44.0,83.3,55.7,saline,sunflower,mop
32,34,88,31.6,71.5,56.4,laterite,carrot,vermicompost
54,24,69,21.9,89.0,61.8,alluvial,sugarcane,urea
18,3,37,11.7,81.6,61.2,laterite,rice,mop
35,0,75,13.2,28.4,75.4,mountain,tobacco,organic
70,16,30,18.1,15.2,36.4,arid,coconut,npk
72,43,21,37.7,37.2,79.3,alluvial,guava,urea
85,22,96,46.5,81.7,80.9,mountain,peas,mop
59,33,36,22.0,25.6,49.8,loamy,jute,organic
67,77,78,29.3,15.2,20.9,peat,banana,super phosphate
79,73,54,19.6,38.1,54.2,peat,chickpea,compost
71,55,10,11.2,40.3,53.6,arid,kidney bean,mop
4,6,94,45.2,15.4,74.8,loamy,potato,compost
87,36,61,15.6,76.3,45.9,forest,jute,compost
26,7,92,22.0,83.8,61.0,alluvial,mango,compost
65,46,29,43.8,80.0,63.4,black,millet,urea
11,35,63,11.1,69.8,42.4,laterite,onion,compost
99,88,29,48.6,20.2,27.0,red,tomato,dap
36,38,53,17.8,88.8,32.1,saline,chickpea,mop
53,86,87,12.4,76.6,68.1,black,black gram,organic
28,15,72,15.6,18.4,75.2,black,lentil,mop
92,20,17,48.6,54.4,68.7,laterite,tobacco,ammonium sulfate
64,52,15,49.9,75.7,67.2,red,carrot,compost
53,34,67,22.8,73.9,41.8,loamy,linseed,dap
35,67,37,38.4,38.8,50.2,saline,mustard,organic
80,35,18,38.3,76.3,31.5,mountain,pineapple,urea
98,20,26,12.1,18.5,64.0,alluvial,sesame,npk
63,84,24,44.0,47.5,53.1,saline,linseed,organic
91,14,92,33.0,46.0,51.0,mountain,millet,dap
80,78,81,34.4,22.0,80.7,red,papaya,vermicompost
43,62,97,23.6,62.1,70.4,peat,soybean,compost
72,41,55,18.9,66.1,57.0,black,safflower,ammonium sulfate
79,12,3,43.3,78.6,44.4,laterite,kidney bean,ammonium sulfate
63,65,47,37.7,25.5,57.7,black,mango,vermicompost
33,27,8,48.0,64.1,48.6,forest,grape,mop
42,30,82,16.0,45.6,28.5,red,cowpea,compost
15,39,28,29.1,66.7,37.2,laterite,cowpea,organic
6,98,0,41.5,38.8,46.7,peat,cabbage,ammonium sulfate
82,54,96,25.7,14.5,68.8,arid,safflower,super phosphate
7,19,18,24.6,64.2,57.2,laterite,rice,vermicompost
69,84,38,35.2,46.0,28.4,alluvial,cauliflower,npk
83,51,54,14.3,79.7,68.7,arid,cauliflower,bio-fertilizer
7,14,47,32.0,59.1,87.0,loamy,wheat,super phosphate
47,91,37,13.8,11.9,23.5,loamy,sorghum,mop
82,22,18,31.3,67.0,42.8,mountain,coffee,vermicompost
8,1,43,14.8,59.8,71.3,forest,grape,npk
24,89,69,25.9,82.2,60.1,forest,lentil,ammonium sulfate
77,35,14,26.4,41.4,82.4,red,groundnut,super phosphate
81,71,50,24.5,10.1,65.7,saline,millet,bio-fertilizer
96,68,48,37.2,29.6,25.7,saline,pineapple,vermicompost
46,8,81,21.4,66.8,62.1,mountain,cowpea,compost
71,72,14,22.3,18.0,37.9,laterite,coconut,compost
3,33,10,23.7,87.8,87.6,loamy,onion,mop
49,3,82,22.6,13.3,69.6,red,sesame,super phosphate
15,14,66,20.4,18.1,63.2,saline,pomegranate,ammonium sulfate
31,75,77,12.4,48.7,53.8,red,soybean,organic
10,55,94,40.2,68.6,80.9,saline,mustard,super phosphate
96,0,7,36.4,82.3,40.3,alluvial,brinjal,bio-fertilizer
62,25,50,24.1,85.1,50.1,mountain,tobacco,npk
88,40,9,25.8,13.2,42.1,forest,guava,super phosphate
28,81,29,29.3,18.5,85.4,saline,rye,urea
73,78,97,25.8,50.8,71.9,forest,potato,vermicompost
69,42,94,22.8,45.6,24.5,arid,coffee,bio-fertilizer
17,67,55,17.9,20.8,57.1,peat,cowpea,organic
13,27,4,13.3,61.9,83.5,peat,pineapple,super phosphate
77,64,84,14.6,21.2,74.0,saline,spinach,super phosphate
42,91,41,16.2,19.9,72.1,red,rice,organic
54,85,82,33.1,41.9,75.8,arid,sesame,compost
38,81,80,27.4,82.2,60.0,alluvial,grape,organic
15,41,95,31.6,42.6,80.1,forest,coconut,vermicompost
30,76,80,33.9,20.7,77.7,black,pomegranate,vermicompost
26,52,21,13.7,82.2,50.3,peat,green gram,bio-fertilizer
41,94,26,33.6,87.3,78.3,saline,pigeon pea,compost
26,72,49,21.1,77.6,36.3,saline,potato,urea
83,71,64,25.0,68.5,53.7,mountain,jute,super phosphate
21,20,38,34.1,87.4,86.4,alluvial,maize,organic
73,35,82,44.8,60.6,86.1,arid,cauliflower,compost
53,81,36,13.4,69.4,71.2,red,oats,ammonium sulfate
88,62,97,10.2,66.7,37.4,arid,brinjal,super phosphate
95,84,27,49.3,35.0,62.5,arid,apple,bio-fertilizer
6,70,96,32.9,31.3,82.6,forest,mustard,ammonium sulfate
95,21,39,26.7,19.9,80.6,loamy,black gram,mop
63,66,75,15.1,72.6,75.4,arid,sesame,organic
